id,weapon_id,name,image,weight,description,dlc,requirements,damage type,category,passive effect,skill,FP cost
199,200,Spiked Club,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spiked_club_hammer_weapon_elden_ring_wiki_guide_200px.png,5.0,"A club with beast fangs wrapped around the striking end. The uneven spread of fangs causes blood loss. Given only to the toughest of demi-humans, this weapon is a badge of honor. Or so the demi-humans believe.",0,"{'Str': 12, 'Dex': 7}",Strike,Hammers,(50) Hemorrhage,Barbaric Roar,16
200,201,Stone Club,http://eldenring.wiki.fextralife.com/file/Elden-Ring/stone_club_clubs_elden_ring_wiki_guide_200px.png,7,"Signature weapon of battlemages, hewn from hard glintstone. This club is much heavier than its size suggests, but has no magic power. So that they not lose sight of the true essence of combat, battlemages prefer to feel the impact of their blows, fighting their opponents hand to hand.",0,"{'Str': 16, 'Dex': 8}",Strike,Hammers,No passive effects,Kick,0
201,202,Mace,http://eldenring.wiki.fextralife.com/file/Elden-Ring/mace_hammer_weapon_elden_ring_wiki_guide_200px.png,4.5,"An iron bludgeon with sharp protrusions. Striking attacks have few drawbacks, potent as they are at breaking through guards and stances, Most suited to head on slugging matches.",0,"{'Str': 12, 'Dex': 7}",Strike,Hammers,No passive effects,Kick,0
202,203,Morning Star,http://eldenring.wiki.fextralife.com/file/Elden-Ring/morning_star_hammer_weapon_elden_ring_wiki_guide_200px.png,5,"Battle hammer comprised of a globe attached to a handle. Though a bludgeon dealing strike damage, the appellative star is covered in spikes which cause blood loss. Ironic given its graceful name, this weapon often reeks of blood.",0,"{'Str': 12, 'Dex': 8}",Strike,Hammers,(50) Hemorrhage,Kick,0
203,204,Warpick,http://eldenring.wiki.fextralife.com/file/Elden-Ring/warpick_hammer_weapon_elden_ring_wiki_guide_200px.png,2.5,"Battle hammer with a hard protruding beak. A pickaxe designed for combat, in essence. A simple but highly effective weapon, the weighty piercing attack casually rips through metal armor.",0,"{'Str': 11, 'Dex': 9}",Strike,Hammers,No passive effects,Kick,0
204,205,Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/hammer_hammer_weapon_elden_ring_wiki_guide_200px.png,6.5,Hammer comprised of a large stone affixed to a metal handle.Originally a blacksmith's tool. The art of smithing is said to have originated among the giants.This weapon's striking attacks boast ample weight behind them.,0,"{'Str': 14, 'Dex': 7}",Strike,Hammers,No passive effects,Kick,0
205,206,Monk's Flamemace,http://eldenring.wiki.fextralife.com/file/Elden-Ring/monks_flamemace_hammer_weapon_elden_ring_wiki_guide_200px.png,6.0,"Battle hammer made to resemble flickering flames. Signature weapon of the Fire Monks, who hail from the Mountaintops of the Giants. The unique strong attack rouses fiery combative spirit.",0,"{'Str': 13, 'Dex': 13}",Strike,Hammers,No passive effects,Kick,0
206,207,Varre's Bouquet,http://eldenring.wiki.fextralife.com/file/Elden-Ring/varres_bouquet_elden_ring_wiki_guide_200px.png,2,"A steel mace resembling a charming bouquet of roses. Each petal has a sharpened edge, leaving the roses perpetually colored with blood. This weapon reflects White Mask Varre's manner of speech rather well, enticing in its splendor, but full of deadly consequence.",0,"{'Str': 8, 'Dex': 16, 'Arc': 24}",Strike,Hammers,Causes blood loss buildup (65),Blood Tax,14
207,208,Envoy's Horn,http://eldenring.wiki.fextralife.com/file/Elden-Ring/envoys_horn_elden_ring_wiki_guide_200px.png,4.0,"Golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt. Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",0,"{'Str': 10, 'Dex': 12, 'Fai': 16}",Strike,Hammers,No passive effects,Oracular Bubble,- 6
208,209,Nox Flowing Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nox_flowing_hammer_hammer_weapon_elden_ring_wiki_guide_200px.png,6.5,"Mace shaped like a suspended metal droplet wielded by monks of the Eternal City. Forged from liquid metal from a Silver Tear, it is thoroughly tempered until hardened.",0,"{'Str': 17, 'Dex': 7}",Strike,Hammers,No passive effects,Flowing Form,16
209,210,Ringed Finger,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ringed_finger_hammer_weapon_elden_ring_wiki_guide_200px.png,4.5,"Bludgeon made of an enormous finger sheathed in several heavy rings. Thought to have been cut from an ancestor of the Fingercreeper. Some life yet remains in this legacy of an ancient act of blasphemy, as evidenced by the barely perceptible warmth it still exudes.",0,"{'Str': 15, 'Dex': 9}",Strike,Hammers,No passive effects,Claw Flick,14
210,211,Scepter of the All-Knowing,http://eldenring.wiki.fextralife.com/file/Elden-Ring/scepter_of_the_all-knowing_hammer_weapon_elden_ring_wiki_guide_200px.png,4.5,"Scepter in the form of a hand grasping a pearl. Signature weaponof Sir Gideon Ofnir, the All-Knowing. The pearl stands for theworld, the heavens, and an eye, representing the many forms ofknowledge, never fully attainable. Even knowing that, the All-Knowing's hand grasps for it.",0,"{'Str': 12, 'Dex': 18, 'Int': 21}",Strike/Pierce,Hammers,No passive effects,Knowledge Above All,35
211,212,Marika's Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/marikas_hammer_elden_ring_wiki_guide_200px.png,6.0,"Stone hammer made in the lands of the Numen, outside the Lands Between. The tool with which Queen Marika shattered the Elden Ring and Radagon attempted to repair it. The hammer partially broke upon shattering the Ring, becoming splintered with rune fragments.",0,"{'Str': 20, 'Dex': 12, 'Fai': 19}",Strike,Hammers,No passive effects,Gold Breaker,26
212,213,Flowerstone Gavel,http://eldenring.wiki.fextralife.com/file/Elden-Ring/flowerstone_gavel_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,6.0,"Weapon of the Dragon Communion priestess. A dragonstone hammer resembling an ancient flower. The four petals and the flower's core are all sharp, ending in points, and are capable of dealing heavy damage to dragons.",1,"{'Str': 14, 'Dex': 8, 'Arc': 15}",Pierce,Hammers,No passive effects,Flower Dragonbolt,18
213,214,Flail,http://eldenring.wiki.fextralife.com/file/Elden-Ring/flail_weapon_elden_ring_wiki_guide_200px.png,5,Weapon consisting of a bludgeoning head attached to a handle by chain. The iron ball is spiked and induces blood loss. Blows from this weapon cannot be parried. The charge attack whirls the iron ball around for increased force before striking.,0,"{'Str': 10, 'Dex': 18}",Strike,Flails,(50) Hemorrhage,Spinning Chain,8 (8 10)
214,215,Nightrider Flail,http://eldenring.wiki.fextralife.com/file/Elden-Ring/nightrider_flail_weapon_elden_ring_wiki_guide_200px.png,6.0,"A flail with two additional bludgeoning heads. Weapon of the Night's Cavalry who ride funeral steeds. The large spikes make it highly effective at inducing blood loss, but also demand higher dexterity to wield.",0,"{'Str': 10, 'Dex': 24}",Strike,Flails,(50) Hemorrhage,Spinning Chain,8 (8 10)
215,216,Chainlink Flail,http://eldenring.wiki.fextralife.com/file/Elden-Ring/chainlink_flail_weapon_elden_ring_wiki_guide_200px.png,8,"A spiked iron tube attached by a chain wielded by Mad Pumpkin Heads. Especially large for a flail, wielding it requires more strength than it does dexterity.",0,"{'Str': 18, 'Dex': 12}",Strike,Flails,(50) Hemorrhage,Spinning Chain,8 (8 10)
216,217,Family Heads,http://eldenring.wiki.fextralife.com/file/Elden-Ring/family_heads_weapon_elden_ring_wiki_guide_200px.png,5.5,"Three bludgeoning copper heads attached to a handle by chains. Signature weapon of Necromancer Garris, the heretical sage.The heads were made to resemble those of his wife and two children.",0,"{'Str': 8, 'Dex': 18, 'Int': 16}",Strike,Flails,No passive effects,Familial Rancor,25
217,218,Bastard's Stars,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bastards_stars_weapon_elden_ring_wiki_guide_200px.png,5.5,"Flail which deals magic damage, having been imbued with power by the remembrance of Astel. Formed of the same many-colored star debris that comprised the form of the Naturalborn of the Void.",0,"{'Str': 8, 'Dex': 22, 'Int': 22}",Strike,Flails,No passive effects,Nebula,25
218,219,Serpent Flail,http://eldenring.wiki.fextralife.com/file/Elden-Ring/serpent_flail_flails_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,6.0,"A flail with coiled snakes for bludgeoning heads. Fire roars within the snakes' bodies, inflicting horrible burns. Some of Messmer's army used these flails to burn hornsentto brand them with agony and fear.",1,"{'Str': 10, 'Dex': 24, 'Fai': 21}",Strike,Flails,No passive effects,"Flare, O Serpent",8
219,220,Large Club,http://eldenring.wiki.fextralife.com/file/Elden-Ring/large_club_warhammer_weapon_elden_ring_wiki_guide_200px.png,8.5,"A thick, solid lump of wood. Wielding this striking weapon requires no skill. A simple, primitive weapon that requires only brute strength to swing about.",0,{'Str': 22},Strike,Great Hammers,No passive effects,Barbaric Roar,16
220,221,Curved Great Club,http://eldenring.wiki.fextralife.com/file/Elden-Ring/curved_great_club_warhammer_weapon_elden_ring_wiki_guide_200px.png,10.0,"Large curved club of hard wood, shaped like a crescent moon. Wielded by Albinaurics lacking the dexterity demanded by a curved sword, and who prefer the added weight and destructive force.",0,"{'Str': 24, 'Dex': 10}",Strike,Great Hammers,No passive effects,Barbaric Roar,16
221,222,Great Mace,http://eldenring.wiki.fextralife.com/file/Elden-Ring/great_mace_warhammer_weapon_elden_ring_wiki_guide_200px.png,11.5,"Huge bludgeon with sharp protrusions. An enlarged version of its smaller cousin. Maintains all the advantages of smaller bludgeons, boasting few deficiencies while being very capable at breaking enemy guards and stances. A shrewd choice for simple slugging matches.",0,{'Str': 28},Strike,Great Hammers,No passive effects,Endure,9
222,223,Pickaxe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pickaxe_warhammer_weapon_elden_ring_wiki_guide_200px.png,10.0,"Large pickaxe designed to crack thick bedrock. Tool of sturdy miners. Not originally designed as a weapon, but very adept at piercing armor. ""Little wretches, do you think your armor harder than stone?""",0,"{'Str': 22, 'Dex': 10}",Pierce,Great Hammers,No passive effects,Endure,9
223,224,Brick Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/brick_hammer_warhammer_weapon_elden_ring_wiki_guide_200px.png,12.5,"Weapon made from an ordinary stone brick. Wielded by a laborer who lead a rebellion, and later become a champion himself. Even among other bludgeons of its size, this weapon is especially weighty. The strength of a giant is required to wield it.",0,{'Str': 31},Strike,Great Hammers,No passive effects,Barbaric Roar,16
225,226,Battle Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/battle_hammer_warhammer_weapon_elden_ring_wiki_guide_200px.png,10.0,Large iron great hammer designed for gladiatorial combat. Used by duelists who were exiled from the colosseum. Weighty enough to crush armor and its wearer alike.,0,"{'Str': 26, 'Dex': 8}",Strike,Great Hammers,No passive effects,Braggart's Roar,16
226,227,Rotten Battle Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_battle_hammer_warhammer_weapon_elden_ring_wiki_guide_200px.png,10.0,"Large iron great hammer designed for gladiatorial combat, now festering with scarlet rot. Weighty enough to crush armor and its wearer alike. Skill: Braggart's Roar Declare your presence with a boastful roar. Raises attack power, defense, and stamina recovery speed.",0,"{'Str': 26, 'Dex': 8}",Strike,Great Hammers,(65) Scarlet Rot,Braggart's Roar,16
227,228,Celebrant's Skull,http://eldenring.wiki.fextralife.com/file/Elden-Ring/celebrants_skull_warhammer_weapon_elden_ring_wiki_guide_200px.png,8.5,"Large bludgeon decorated with flowers and many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. The striking end is a skull too large in size to be human. Grants trace amounts of runes on landing attacks.",0,"{'Str': 18, 'Dex': 12}",Strike,Great Hammers,No passive effects,Barbaric Roar,16
228,229,Great Stars,http://eldenring.wiki.fextralife.com/file/Elden-Ring/great_stars_warhammer_weapon_elden_ring_wiki_guide_200px.png,10.0,"Huge bludgeon with three stars at the striking end. Though primarily a striking weapon, the stars' spikes cause blood loss.A blood-stained star is an ill omen, a fact not lost upon those against whom this weapon is brought to bear. Landing attacks slightly restores HP.",0,"{'Str': 22, 'Dex': 12}",Strike,Great Hammers,(55) Hemorrhage,Endure,9
230,231,Greathorn Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/greathorn_hammer_warhammer_weapon_elden_ring_wiki_guide_200px.png,10.0,Huge thick horn carved with tree ring-like markings adapted into a bludgeoning weapon. Wielded by ancestral follower warriors. The ancient horn is imbued with the power of ancestral spirits. A small amount of HP is restored upon defeating an enemy.,0,"{'Str': 22, 'Dex': 10}",Strike,Great Hammers,No passive effects,Barbaric Roar,16
231,232,Envoy's Long Horn,http://eldenring.wiki.fextralife.com/file/Elden-Ring/envoys_long_horn_warhammer_weapon_elden_ring_wiki_guide_200px.png,9.5,"Long golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt. Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",0,"{'Str': 23, 'Dex': 11, 'Fai': 18}",Strike,Great Hammers,No passive effects,Bubble Shower,16
232,233,Cranial Vessel Candlestand,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cranial_vessel_candlestand_warhammer_weapon_elden_ring_wiki_guide_200px.png,12.5,"Candlestand used in worship of Birac, the most hallowed MonkPrelate of the Giants' Flame. Concerned over the lazy arrogancewith which the monks treated the Flame, Birac severed his ownhead as a lesson to the others, intending it be used as a candlestand. His faith yet smolders from within the cranial vessel.",0,"{'Str': 26, 'Dex': 8, 'Fai': 22}",Strike,Great Hammers,No passive effects,Surge of Faith,15 (-15)
233,234,Beastclaw Greathammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/beastclaw_greathammer_warhammer_weapon_elden_ring_wiki_guide_200px.png,9.0,"Greathammer with a striking end modelled to resemble five beastly claws. The black nails protruding from golden fur are said to represent Serosh, Lord of Beasts, who went to become King Godfrey's Regent.",0,"{'Str': 20, 'Dex': 10, 'Fai': 18}",Strike,Great Hammers,No passive effects,Regal Beastclaw,20
234,235,Devourer's Scepter,http://eldenring.wiki.fextralife.com/file/Elden-Ring/devourers_scepter_warhammer_weapon_elden_ring_wiki_guide_200px.png,11.5,Scepter in the shape of a serpent devouring the world. Thisweapon will one day become the very symbol of the Lord of Blasphemy.One of the legendary armaments. A vision of the future briefly seen by Rykard in his final momentsbefore being devoured by the great serpent.,0,"{'Str': 24, 'Dex': 20, 'Fai': 25}",Strike,Great Hammers,No passive effects,Devourer of Worlds,35
235,236,Black Steel Greathammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/black_steel_greathammer_great_hammer_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,12.0,"Weapon of the Black Knights, servants of Messmer the Impaler. Greathammer of black steel with decorative embellishments in gold. Blessed with an Erdtree incantation. Further holy imbuement will amplify the effect and greatly increase the armament's power. Guard Counters cause a burst of power.",1,"{'Str': 25, 'Dex': 11, 'Fai': 17}",Strike,Great Hammers,No passive effects,Endure,9
236,237,Smithscript Greathammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/smithscript_greathammer_great_hammer_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,9.0,Greathammer engraved with a smithscript. A throwing weapon created through the smithing arts. Execute a strong attack or dashing strong attack to spin and fling the greathammer.,1,"{'Str': 20, 'Dex': 10, 'Int': 11, 'Fai': 11}",Strike,Great Hammers,No passive effects,Endure,9
237,238,Duelist Greataxe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/duelist_greataxe_elden_ring_wiki_guide_200px.png,20,"Greataxe designed for gladiatorial combat. Used by duelists who were exiled from the colosseum.A weapon reserved for duelist champions, the charge attack is particularly ferocious.",0,"{'Str': 30, 'Dex': 10}",Standard,Colossal Weapons,No passive effects,Endure,9
238,239,Rotten Greataxe,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_greataxe_colossal_weapon_elden_ring_wiki_guide_200px.png,20.0,"Greataxe designed for gladiatorial combat, now festering with scarlet rot. Used by duelists who were exiled from the colosseum.",0,"{'Str': 30, 'Dex': 10}",Standard,Colossal Weapons,(65) Scarlet Rot,Endure,9
239,240,Golem's Halberd,http://eldenring.wiki.fextralife.com/file/Elden-Ring/golems_halberd_colossal_weapon_elden_ring_wiki_guide_200px.png,21.5,A great halberd of black stone crafted by a civilization now gone to ruin. Wielded by the Guardian Golem.,0,"{'Str': 36, 'Dex': 14}",Standard/Pierce,Colossal Weapons,No passive effects,Charge Forth,16
240,241,Giant-Crusher,http://eldenring.wiki.fextralife.com/file/Elden-Ring/giant-crusher_elden_ring_wiki_guide_200px.png,26.5,"A hammer made from a boulder, used in the War against the Giants.One of the heftiest weapons in the entire Lands Between. After the giants were quelled, and man turned against man in violence, this weapon was all but forgotten. Man has grown feeble in comparison to his forebears.",0,{'Str': 60},Strike,Colossal Weapons,No passive effects,Endure,9
241,242,Prelate's Inferno Crozier,http://eldenring.wiki.fextralife.com/file/Elden-Ring/prelates_inferno_crozier_colossal_weapon_elden_ring_wiki_guide_200px.png,23.5,"Colossal hammer with the appearance of roiling flames. Weapon of the Prelates who lead the Fire Monks.Its heft represents the weight of their guardianship. The hammer's head is unusually substantial, and strong attacks' will fling foes into the air.",0,"{'Str': 45, 'Dex': 8}",Strike,Colossal Weapons,No passive effects,Prelate's Charge,7 (7)
242,243,Great Club,http://eldenring.wiki.fextralife.com/file/Elden-Ring/great_club_colossal_weapon_elden_ring_wiki_guide_200px.png,17.0,"An enormous club of hardwood. Wildly hammering foes with this striking weapon requires no dexterity; only brute force. While it may seem sacrilegious, this weapon is said to be a withered branch of the Erdtree. Imbued with holy power, this weapon will never snap.",0,{'Str': 35},Strike,Colossal Weapons,No passive effects,Golden Land,16 ( - 5)
243,244,Troll's Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/trolls_hammer_colossal_weapon_elden_ring_wiki_guide_200px.png,16.0,"Mining tool of stonedigger trolls used to crack bedrock. Trolls are descended from the giants, and these were supposedly once used as ceremonial smithing tools. In the distant past, smithing was considered divine.",0,"{'Str': 28, 'Dex': 8, 'Fai': 10}",Strike,Colossal Weapons,No passive effects,Troll's Roar,22
244,245,Dragon Greatclaw,http://eldenring.wiki.fextralife.com/file/Elden-Ring/dragon_greatclaw_colossal_weapon_elden_ring_wiki_guide_200px.png,16.0,"Weapon said to have been whittled from the claw of a great, ancient dragon, wielded by grotesque Tree Sentinels who yet serve the Erdtree. The claw is enwreathed with lightning, and tears through the dragons' feeble descendants with ease.",0,"{'Str': 30, 'Dex': 14}",Standard,Colossal Weapons,No passive effects,Endure,9
245,246,Watchdog's Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/watchdog_staff_colossal_weapon_elden_ring_wiki_guide_200px.png,19,"Large stone staff embedded with glintstone. Wielded by Erdtree Burial Watchdogs who protect catacombs. The Watchdogs, battered and broken over their lengthy tenure, rule the catacombs and are even said to command the imps. Unique Skill: Sorcery of the Crozier Channel magic into the glintstone to activate an ancient sorcery, producing floating magic projectiles that chase enemies automatically.",0,"{'Str': 34, 'Dex': 10}",Strike,Colossal Weapons,No passive effects,Sorcery of the Crozier,15
246,247,Staff of the Avatar,http://eldenring.wiki.fextralife.com/file/Elden-Ring/staff_of_the_avatar_colossal_weapon_elden_ring_wiki_guide_200px.png,20.0,"Ceremonial staff depicting the Erdtree in its historic radiance. Wielded by the avatars who protect the Minor Erdtrees. The avatars, emerging in the wake of the Elden Ring's shattering, were determined to protect the withering Erdtree's offspring.",0,"{'Str': 34, 'Dex': 8, 'Fai': 24}",Strike,Colossal Weapons,No passive effects,Erdtree Slam,19
247,248,Rotten Staff,http://eldenring.wiki.fextralife.com/file/Elden-Ring/rotten_staff_elden_ring_wiki_guide_200px.png,18,Ceremonial staff depicting the Erdtree in its historic radiance. It festers with scarlet rot. Wielded by the avatars who protect the Minor Erdtrees.,0,"{'Str': 34, 'Dex': 8}",Strike,Colossal Weapons,(75) Scarlet Rot,Erdtree Slam,19
248,249,Envoy's Greathorn,http://eldenring.wiki.fextralife.com/file/Elden-Ring/envoys_greathorn_elden_ring_wiki_guide_200px.png,19.5,"Fanned golden horn of the Oracle Envoys. Profoundly weighty, its blows are sure to be felt. Originally an instrument, but one that cannot be sounded by a mere human. Or perhaps it is too early to sound the call.",0,"{'Str': 28, 'Dex': 12, 'Fai': 24}",Strike,Colossal Weapons,No passive effects,Great Oracular Bubble,16
249,250,Ghiza's Wheel,http://eldenring.wiki.fextralife.com/file/Elden-Ring/ghiza's_wheel_colossal_weapon_elden_ring_wiki_guide_200px.png,19.0,Great iron wheel lined with flesh-flaying blades. Device of torture used by Inquisitor Ghiza. As the wheel spins it causes severe pain and blood loss. The design was adopted for use as the iconic weapon wielded by Iron Virgins.,0,"{'Str': 28, 'Dex': 18}",Standard,Colossal Weapons,(70) Hemorrhage,Spinning Wheel,3
250,251,Fallingstar Beast Jaw,http://eldenring.wiki.fextralife.com/file/Elden-Ring/fallingstar_beast_jaw_elden_ring_wiki_guide_200px.png,21.5,"Part of a Falling star Beast's jaw, hard and shining black, fashioned into a weapon. With its sharp point, this colossal weapon can skewer foes.",0,"{'Str': 34, 'Dex': 12, 'Int': 20}",Pierce,Colossal Weapons,No passive effects,Gravity Bolt,13 (-13)
251,252,Axe of Godfrey,http://eldenring.wiki.fextralife.com/file/Elden-Ring/axe_of_godfrey_colossal_weapon_elden_ring_wiki_guide_200px.png,18,"Weapon of Godfrey, Elden Lord. It was broken in a battle fought as leader of the Tarnished during the Long March. This weapon is symbolic of Godfrey's vow to conduct himself as a lord, later becoming an emblem of the golden lineage. In the days of the past, a crown was warranted with strength.",0,"{'Str': 42, 'Dex': 14}",Standard,Colossal Weapons,No passive effects,Regal Roar,25
252,253,Bloodfiend's Arm,http://eldenring.wiki.fextralife.com/file/Elden-Ring/bloodfiends_arm_colossal_weapon_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,20.0,"Weapon used by the bloodfiends. An arm pulled from the corpse of one of their kin, and wielded as a makeshift weapon. Having been sanctified by a blood ritual, this armament is capable of spraying blood stored within when executing a strong attack.",1,"{'Str': 28, 'Dex': 11, 'Arc': 16}",Strike,Colossal Weapons,No passive effects,Endure,9
253,254,Anvil Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/anvil_hammer_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,22.0,"One of the treasures of the ruined forges. A tremendous hammer that incorporates as its head the red-hot anvil of the forge. It is said that the anvil's shape is inspired by that of an altar, and that long ago, it was indeed used as such in rite and ritual.",1,"{'Str': 39, 'Dex': 10, 'Int': 11, 'Fai': 20}",Strike,Colossal Weapons,No passive effects,Smithing Art Spears,18
254,255,Devonia's Hammer,http://eldenring.wiki.fextralife.com/file/Elden-Ring/devonias_hammer_unique_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,20.0,"Great hammer wielded by Devonia, longest-serving of the Crucible Knights. Weapon forged of primordial gold, marked by its reddish hue and inhabited by ancient holiness. A torrent of life is engraved upon the striking face.",1,"{'Str': 30, 'Dex': 13, 'Fai': 19}",Strike,Colossal Weapons,No passive effects,Devonia's Vortex,16
255,256,Shadow Sunflower Blossom,http://eldenring.wiki.fextralife.com/file/Elden-Ring/shadow_sunflower_blossom_colossal_weapon_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,16.0,"The head of a monstrous shadow sunflower manifestation of the Scadutree. Then again, it might be just a flower, wielded as a weapon. Much like the Scadutree itself in appearance, a second stalk winds tightly around the first, almost as if in a tender embrace.",1,"{'Str': 24, 'Dex': 8, 'Fai': 25}",Strike,Colossal Weapons,No passive effects,Shadow Sunflower Headbutt,16
256,257,Gazing Finger,http://eldenring.wiki.fextralife.com/file/Elden-Ring/gazing_finger_colossal_weapon_elden_ring_shadow_of_the_erdtree_dlc_wiki_guide_200px.png,15.0,"The head of Metyr, the finger-mother, wielded as a weapon without modification. From within the center of the fingerprint that wrinkles the creature's foremost protrusion, a tiny wart-like eye gazes vacantly into the beyond.",1,"{'Str': 20, 'Dex': 8, 'Int': 20, 'Fai': 14}",Strike,Colossal Weapons,No passive effects,Kowtower's Resentment,31
257,258,Short Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/short_spear_spear_weapon_elden_ring_wiki_guide_200px.png,4,"An exceedingly plain spear of modest weight. Simple to wield compared to many of its peers, its strong attack unleashes a series of successive piercing thrusts.",0,"{'Str': 10, 'Dex': 10}",Pierce,Spears,No passive effects,Impaling Thrust,14
258,259,Iron Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/iron_spear_elden_ring_wiki_guide_200px.png,4.5,Commonly used iron spear with no notable traits.The blade is severely rusted.,0,"{'Str': 13, 'Dex': 11}",Pierce,Spears,No passive effects,Charge Forth,16
259,260,Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spear_elden_ring_wiki_guide_200px.png,4.5,"Weapon comprised of a blade attached to a long haft. A far-reaching piercing weapon, it can be wielded from behind the safety of a raised shield. Very effective against mounted foes.",0,"{'Str': 12, 'Dex': 15}",Pierce,Spears,No passive effects,Impaling Thrust,9
260,261,Partisan,http://eldenring.wiki.fextralife.com/file/Elden-Ring/partisan_spear_weapon_elden_ring_wiki_guide_200px.png,6.5,"Spear with a wide tip. In addition to its thrusting attacks, this highly versatile weapon can be swung to sweep through foes.",0,"{'Str': 15, 'Dex': 12}",Slash/Pierce,Spears,No passive effects,Impaling Thrust,9
261,262,Pike,http://eldenring.wiki.fextralife.com/file/Elden-Ring/pike_spear_weapon_elden_ring_wiki_guide_200px.png,7.5,"A longspear featuring an especially lengthy handle. Specialized for use from long distances, it boasts the longest reach of any melee weapon. Incredibly useful even against foes on horseback, but hard to wield in cramped spaces.",0,"{'Str': 20, 'Dex': 14}",Pierce,Spears,No passive effects,Charge Forth,16
262,263,Spiked Spear,http://eldenring.wiki.fextralife.com/file/Elden-Ring/spiked_spear_elden_ring_wiki_guide_200px.png,6.0,Weapon comprised of a spiked cylinder attached to a long pole. Capable of dealing strike damage when swung. The spikes induce blood loss. Weapon of the Marionette Soldiers employed by sorcerers.,0,{'Str': 14},Strike/Pierce,Spears,(50) Hemorrhage,Impaling Thrust,9
263,264,Cross-Naginata,http://eldenring.wiki.fextralife.com/file/Elden-Ring/cross-naginata_spear_weapon_elden_ring_wiki_guide_200px.png,8,"Weapon consisting of a three-pronged blade affixed to a long pole. The long central blade closely resembles a katana. A weapon of the Land of Reeds, known for its ability to be wielded as a spear while still being capable of performing slashing attacks.",0,"{'Str': 16, 'Dex': 20}",Slash/Pierce,Spears,(50) Hemorrhage,Impaling Thrust,9
264,265,Clayman's Harpoon,http://eldenring.wiki.fextralife.com/file/Elden-Ring/claymans_harpoon_spear_weapon_elden_ring_wiki_guide_200px.png,5.5,Harpoon with a tip made from a sharpened meteorite shard. Wielded by the claymen who infest dynastic remains. The blade emits a faint light and deals magic damage.,0,"{'Str': 12, 'Dex': 10, 'Int': 12}",Pierce,Spears,No passive effects,Impaling Thrust,9
265,266,Celebrant's Rib-Rake,http://eldenring.wiki.fextralife.com/file/Elden-Ring/celebrants_rib-rake_elden_ring_wiki_guide_200px.png,5,"Rake decorated with many-colored fabrics. Ceremonial tool used by dancers during the festivities of Dominula, Windmill Village. Crafted from human bone. Grants trace amounts of runes upon landing attacks.",0,"{'Str': 8, 'Dex': 14}",Pierce,Spears,No passive effects,Barbaric Roar,16
266,267,Torchpole,http://eldenring.wiki.fextralife.com/file/Elden-Ring/torchpole_spear_weapon_elden_ring_wiki_guide_200px.png,6,"Torch fastened to a long pole. Lights up dark areas, but cannot be raised overhead. Used by soldiers on watch, its attacks set foes aflame.",0,"{'Str': 14, 'Dex': 15}",Pierce,Spears,No passive effects,Charge Forth,16
